%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
ENTAILMENT	 ( ( A woman ) ( is ( cleaning ( a shrimp ) ) ) ) 	 ( Someone ( is ( cleansing ( an animal ) ) ) ) 	3.4	3368
NEUTRAL	 ( Someone ( is ( dirtying ( an animal ) ) ) ) 	 ( ( A woman ) ( is ( cleaning ( a shrimp ) ) ) ) 	2	3369
ENTAILMENT	 ( ( The woman ) ( is ( cleaning ( a shrimp ) ) ) ) 	 ( Someone ( is ( cleaning ( an animal ) ) ) ) 	3.9	3370
NEUTRAL	 ( There ( is ( ( no woman ) ( cleaning ( a shrimp ) ) ) ) ) 	 ( Someone ( is ( cleaning ( an animal ) ) ) ) 	2.6	3371
ENTAILMENT	 ( ( A woman ) ( is ( cleaning ( a shrimp ) ) ) ) 	 ( Someone ( is ( cleaning ( an animal ) ) ) ) 	4.2	3372
CONTRADICTION	 ( There ( is ( ( no woman ) a:riding_a_water_scooter ) ) ) 	 ( ( A woman ) ( is a:riding_a_water_scooter ) ) 	3.4	3374
NEUTRAL	 ( woman:A_woman ( is ( riding ( a ( water scooter ) ) ) ) ) 	 ( woman:A_woman ( is ( riding ( ( a scooter ) ( towards ( the water ) ) ) ) ) ) 	3.815	3375
ENTAILMENT	 ( boy:The_boy ( ( is speedily ) a:riding_a_tricycle ) ) 	 ( boy:The_boy ( is a:riding_a_tricycle ) ) 	4.385	3376
NEUTRAL	 ( ( The boy ) ( ( is speedily ) ( riding ( a tricycle ) ) ) ) 	 ( ( A woman ) ( is ( riding ( a ( water scooter ) ) ) ) ) 	1.4	3378
NEUTRAL	 ( ( The boy ) ( is ( riding ( a tricycle ) ) ) ) 	 ( ( A woman ) ( is ( riding ( ( a scooter ) ( towards ( the water ) ) ) ) ) ) 	1.6	3382
CONTRADICTION	 ( There ( is ( ( no bear:panda_bear ) some:eating_some_bamboo ) ) ) 	 ( ( A bear:panda_bear ) ( is some:eating_some_bamboo ) ) 	3.9	3385
ENTAILMENT	 ( ( One panda ) ( is ( eating ( a ( bamboo cane ) ) ) ) ) 	 ( ( The panda ) ( is ( eating bamboo ) ) ) 	4.6	3386
CONTRADICTION	 ( ( A ( panda bear ) ) ( is ( eating ( some bamboo ) ) ) ) 	 ( ( The panda ) ( ( is not ) ( eating bamboo ) ) ) 	2.6	3389
ENTAILMENT	 ( ( The woman ) stirring:is_stirring_eggs_in_a_bowl ) 	 ( ( The lady ) stirring:is_stirring_eggs_in_a_bowl ) 	4.9	3395
CONTRADICTION	 ( woman:The_woman ( is eggs:stirring_eggs_in_a_bowl ) ) 	 ( woman:The_woman ( ( is n't ) eggs:stirring_eggs_in_a_bowl ) ) 	3.9	3396
NEUTRAL	 ( Someone ( is ( beating ( an egg ) ) ) ) 	 ( ( The lady ) ( is ( stirring ( eggs ( in ( a bowl ) ) ) ) ) ) 	3.9	3397
CONTRADICTION	 ( Nobody ( is ( beating ( an egg ) ) ) ) 	 ( ( The woman ) ( is ( stirring ( eggs ( in ( a bowl ) ) ) ) ) ) 	4.1	3400
CONTRADICTION	 ( person:A_person ( is ( unfolding tortilla:a_tortilla ) ) ) 	 ( person:A_person ( is ( folding tortilla:a_tortilla ) ) ) 	3.1	3405
NEUTRAL	 ( ( A person ) ( is ( unfolding tortilla:a_tortilla ) ) ) 	 ( ( A man ) ( is ( folding tortilla:a_tortilla ) ) ) 	3.6	3407
ENTAILMENT	 ( ( The man ) catching:is_catching_a_fish ) 	 ( ( A man ) catching:is_catching_a_fish ) 	4.9	3411
NEUTRAL	 ( man:A_man ( is ( freeing fish:a_fish ) ) ) 	 ( man:A_man ( is ( catching fish:a_fish ) ) ) 	4	3412
NEUTRAL	 ( ( A ( big fish ) ) ( is ( catching ( a man ) ) ) ) 	 ( ( A man ) ( is ( catching ( a fish ) ) ) ) 	2.6	3413
ENTAILMENT	 ( woman:A_woman ( ( is carefully ) a:deboning_a_fish ) ) 	 ( woman:A_woman ( is a:deboning_a_fish ) ) 	4.6	3414
NEUTRAL	 ( ( A woman ) ( ( is carefully ) ( deboning fish:a_fish ) ) ) 	 ( ( A man ) ( is ( catching fish:a_fish ) ) ) 	1.4	3416
NEUTRAL	 ( ( The man ) ( is ( catching fish:a_fish ) ) ) 	 ( ( A woman ) ( is ( deboning fish:a_fish ) ) ) 	2.1	3418
ENTAILMENT	 ( ( A man ) playing:is_playing_a_harp ) 	 ( ( The man ) playing:is_playing_a_harp ) 	5	3422
NEUTRAL	 ( man:A_man ( is ( playing ( a harp ) ) ) ) 	 ( man:A_man ( is ( ( harping on ) ( about ( a play ) ) ) ) ) 	2.2	3424
NEUTRAL	 ( man:A_man ( is ( packing violin:a_violin ) ) ) 	 ( man:A_man ( is ( playing violin:a_violin ) ) ) 	3.6	3426
NEUTRAL	 ( ( A man ) ( is ( playing ( a harp ) ) ) ) 	 ( ( A violin ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	2.7	3427
NEUTRAL	 ( man:A_man ( is ( packing ( a violin ) ) ) ) 	 ( man:A_man ( is ( playing ( a harp ) ) ) ) 	2.8	3428
NEUTRAL	 ( ( The man ) ( is ( playing ( a harp ) ) ) ) 	 ( ( A man ) ( is ( playing ( a violin ) ) ) ) 	3.1	3429
NEUTRAL	 ( man:A_man ( is ( playing ( a violin ) ) ) ) 	 ( man:A_man ( is ( playing ( a harp ) ) ) ) 	3.8	3432
ENTAILMENT	 ( person:A_person ( is ( ( wiping butter ) a:on_a_tray ) ) ) 	 ( person:A_person ( is ( ( spreading butter ) a:on_a_tray ) ) ) 	4.1	3435
NEUTRAL	 ( person:A_person ( is ( ( wiping butter ) ( on tray:a_tray ) ) ) ) 	 ( person:A_person ( is ( ( removing ( the butter ) ) ( from tray:a_tray ) ) ) ) 	3.6	3436
ENTAILMENT	 ( person:A_person ( is ( buttering tray:a_tray ) ) ) 	 ( person:A_person ( is ( ( spreading butter ) ( on tray:a_tray ) ) ) ) 	4.9	3437
NEUTRAL	 ( person:A_person ( is ( ( removing ( the butter ) ) ( from tray:a_tray ) ) ) ) 	 ( person:A_person ( is ( buttering tray:a_tray ) ) ) 	3.9	3438
CONTRADICTION	 ( ( A person ) ( is ( ( wiping butter ) ( on tray:a_tray ) ) ) ) 	 ( There ( is ( ( no person ) ( buttering tray:a_tray ) ) ) ) 	3.9	3440
NEUTRAL	 ( woman:A_woman ( is ( receiving volleyballs ) ) ) 	 ( woman:A_woman ( is ( serving ( volleyballs ( over ( a net ) ) ) ) ) ) 	4.1	3443
ENTAILMENT	 ( ( A woman ) ( is ( being ( ( handed volleyballs ) ( by woman:another_woman ) ) ) ) ) 	 ( ( One woman ) ( is ( ( handing volleyballs ) ( to woman:another_woman ) ) ) ) 	5	3444
NEUTRAL	 ( ( One woman ) ( is ( ( handing volleyballs ) ( to ( another woman ) ) ) ) ) 	 ( ( A woman ) ( is ( throwing ( volleyballs ( over ( a net ) ) ) ) ) ) 	4	3448
ENTAILMENT	 ( ( One man ) chopping:is_chopping_a_log_with_an_axe ) 	 ( ( A man ) chopping:is_chopping_a_log_with_an_axe ) 	4.9	3451
CONTRADICTION	 ( ( A man ) ( is a:chopping_a_log_with_an_axe ) ) 	 ( There ( is ( ( no man ) a:chopping_a_log_with_an_axe ) ) ) 	3.3	3452
ENTAILMENT	 ( man:The_man ( is ( chopping ( ( the trunk ) ( of ( ( a tree ) an:with_an_axe ) ) ) ) ) ) 	 ( man:The_man ( is ( ( chopping ( a ( tree trunk ) ) ) an:with_an_axe ) ) ) 	4.9	3453
CONTRADICTION	 ( man:The_man ( ( is not ) a:chopping_a_tree_trunk_with_an_axe ) ) 	 ( man:The_man ( is a:chopping_a_tree_trunk_with_an_axe ) ) 	3.9	3454
CONTRADICTION	 ( There ( is ( ( no man ) a:playing_a_guitar ) ) ) 	 ( ( A man ) ( is a:playing_a_guitar ) ) 	2.8	3461
ENTAILMENT	 ( man:A_man ( is ( strumming guitar:a_guitar ) ) ) 	 ( man:A_man ( is ( playing guitar:a_guitar ) ) ) 	4.5	3462
NEUTRAL	 ( man:A_man ( is ( ( putting away ) guitar:a_guitar ) ) ) 	 ( man:A_man ( is ( playing guitar:a_guitar ) ) ) 	3.6	3465
CONTRADICTION	 ( ( A man ) ( is a:playing_a_guitar ) ) 	 ( There ( is ( ( no man ) a:playing_a_guitar ) ) ) 	4.285	3467
ENTAILMENT	 ( ( The man ) thinking:is_thinking ) 	 ( ( A man ) thinking:is_thinking ) 	5	3471
CONTRADICTION	 ( ( A man ) ( is thinking ) ) 	 ( There ( is ( no ( man thinking ) ) ) ) 	3.5	3472
NEUTRAL	 ( man:A_man ( is thinking ) ) 	 ( man:A_man ( is dancing ) ) 	2.6	3479
ENTAILMENT	 ( ( ( ( ( ( A cat ) ( with ( a ( white coat ) ) ) ) , ) on:perched_on_a_small_wooden_cabinet ) , ) looking:is_looking_outside_the_window ) 	 ( ( ( A ( white cat ) ) on:perched_on_a_small_wooden_cabinet ) looking:is_looking_outside_the_window ) 	4.8	3480
CONTRADICTION	 ( cat:The_cat_perched_on_the_table ( ( is n't ) out:looking_out_the_window ) ) 	 ( cat:The_cat_perched_on_the_table ( is out:looking_out_the_window ) ) 	3.7	3484
ENTAILMENT	 ( ( ( A ( white cat ) ) ( perched ( on ( a ( small ( wooden cabinet ) ) ) ) ) ) ( is ( looking ( outside window:the_window ) ) ) ) 	 ( ( ( The cat ) ( perched ( on ( the table ) ) ) ) ( is ( ( looking curiously ) ( out window:the_window ) ) ) ) 	4	3486
NEUTRAL	 ( ( ( A ( white cat ) ) ( perched ( on ( a ( small ( wooden cabinet ) ) ) ) ) ) ( is ( looking ( outside window:the_window ) ) ) ) 	 ( ( ( The cat ) ( perched ( on ( the table ) ) ) ) ( ( is n't ) ( ( looking out ) window:the_window ) ) ) 	3	3487
ENTAILMENT	 ( ( ( A ( white cat ) ) ( perched ( on ( a ( small ( wooden cabinet ) ) ) ) ) ) ( is ( looking ( outside window:the_window ) ) ) ) 	 ( ( The cat ) ( is ( ( looking out ) ( window:the_window ( at ( ( the table ) ( on ( the perch ) ) ) ) ) ) ) ) 	3.8	3488
NEUTRAL	 ( ( ( The cat ) ( perched ( on ( the table ) ) ) ) ( is ( ( looking out ) window:the_window ) ) ) 	 ( ( Someone ( on ( a perch ) ) ) ( is ( looking ( at ( ( a ( small ( wooden cat ) ) ) ( that ( is ( on ( ( a ( white cabinet ) ) ( outside window:the_window ) ) ) ) ) ) ) ) ) ) 	2.9	3491
NEUTRAL	 ( ( ( A ( white cat ) ) ( perched ( on ( a ( small ( wooden cabinet ) ) ) ) ) ) ( is ( looking ( outside window:the_window ) ) ) ) 	 ( ( ( The cat ) ( perched ( on ( the table ) ) ) ) ( is ( ( looking out ) window:the_window ) ) ) 	4	3492
CONTRADICTION	 ( There ( is ( ( no dog ) a:licking_a_baby ) ) ) 	 ( ( A dog ) ( is a:licking_a_baby ) ) 	3.75	3494
NEUTRAL	 ( dog:A_dog ( is ( ( walking away ) ( from baby:a_baby ) ) ) ) 	 ( dog:A_dog ( is ( licking baby:a_baby ) ) ) 	3.1	3496
NEUTRAL	 ( ( A dog ) ( is ( licking ( a baby ) ) ) ) 	 ( ( A baby ) ( is ( licking ( a dog ) ) ) ) 	3	3500
ENTAILMENT	 ( woman:A_woman ( is ( slicing garlic ) ) ) 	 ( woman:A_woman ( is ( ( chopping up ) garlic ) ) ) 	4.4	3504
CONTRADICTION	 ( woman:The_woman ( ( is not ) garlic:dicing_garlic ) ) 	 ( woman:The_woman ( is garlic:dicing_garlic ) ) 	3	3507
ENTAILMENT	 ( ( A woman ) ( is ( ( chopping up ) garlic ) ) ) 	 ( Garlic ( is ( being ( diced ( by ( the woman ) ) ) ) ) ) 	4.8	3508
ENTAILMENT	 ( ( The woman ) ( is ( dicing garlic ) ) ) 	 ( ( A woman ) ( is ( slicing garlic ) ) ) 	4.6	3510
NEUTRAL	 ( ( A woman ) ( is ( ( putting away ) ( the garlic ) ) ) ) 	 ( ( The woman ) ( is ( dicing garlic ) ) ) 	3.6	3511
ENTAILMENT	 ( ( A woman ) ( is ( ( chopping up ) garlic ) ) ) 	 ( ( The woman ) ( is ( dicing garlic ) ) ) 	4.8	3512
CONTRADICTION	 ( ( A woman ) ( is dancing ) ) 	 ( There ( is ( no ( woman dancing ) ) ) ) 	2.9	3514
CONTRADICTION	 ( man:The_man ( ( is not ) dancing ) ) 	 ( man:The_man ( is dancing ) ) 	3.9	3516
NEUTRAL	 ( ( The man ) ( ( is wildly ) dancing ) ) 	 ( ( A woman ) ( is dancing ) ) 	3	3517
NEUTRAL	 ( ( The person ) ( ( is not ) ( writing ( with ( a pencil ) ) ) ) ) 	 ( ( A person ) ( is writing ) ) 	3.4	3528
NEUTRAL	 ( ( The writing ) ( is ( about ( a ( person penciling ) ) ) ) ) 	 ( ( A person ) ( is writing ) ) 	2.9	3529
ENTAILMENT	 ( person:The_person ( is ( writing ( with ( a pencil ) ) ) ) ) 	 ( person:The_person ( is writing ) ) 	4.8	3530
ENTAILMENT	 ( Somebody boiling:is_boiling_okra_in_a_pot ) 	 ( Someone boiling:is_boiling_okra_in_a_pot ) 	4.8	3533
NEUTRAL	 ( Someone ( is ( taking ( ( the okra ) ( out ( of pot:a_pot ) ) ) ) ) ) 	 ( Someone ( is ( boiling ( okra ( in pot:a_pot ) ) ) ) ) 	3.8	3534
CONTRADICTION	 ( Nobody cooking:is_cooking_okra_in_a_pan ) 	 ( Someone cooking:is_cooking_okra_in_a_pan ) 	3.7	3537
NEUTRAL	 ( Someone ( is ( boiling ( okra ( in ( a pot ) ) ) ) ) ) 	 ( Okra ( is ( being ( cooked ( in ( a pan ) ) ) ) ) ) 	4.1	3538
NEUTRAL	 ( Nobody ( is ( cooking ( okra ( in ( a pan ) ) ) ) ) ) 	 ( Someone ( is ( boiling ( okra ( in ( a pot ) ) ) ) ) ) 	2.6	3539
NEUTRAL	 ( Someone ( is ( taking ( ( the okra ) ( out ( of ( a pot ) ) ) ) ) ) ) 	 ( Someone ( is ( cooking ( okra ( in ( a pan ) ) ) ) ) ) 	4.1	3541
NEUTRAL	 ( Someone ( is ( being ( boiled ( with ( okra ( in ( a pot ) ) ) ) ) ) ) ) 	 ( Someone ( is ( cooking ( okra ( in ( a pan ) ) ) ) ) ) 	3	3542
NEUTRAL	 ( Someone ( is ( boiling ( okra ( in ( a pot ) ) ) ) ) ) 	 ( Someone ( is ( cooking ( okra ( in ( a pan ) ) ) ) ) ) 	4	3543
ENTAILMENT	 ( ( The man ) dancing:is_dancing ) 	 ( ( A man ) dancing:is_dancing ) 	4.9	3544
CONTRADICTION	 ( ( A man ) ( is speaking ) ) 	 ( There ( is ( no ( man speaking ) ) ) ) 	3.9	3547
NEUTRAL	 ( man:A_man ( is talking ) ) 	 ( man:A_man ( is dancing ) ) 	2.7	3548
NEUTRAL	 ( There ( is ( no ( man speaking ) ) ) ) 	 ( ( A man ) ( is dancing ) ) 	2.1	3549
NEUTRAL	 ( man:A_man ( is dancing ) ) 	 ( man:A_man ( is speaking ) ) 	1.9	3552
CONTRADICTION	 ( ( A squirrel ) ( is around:spinning_around_in_circles ) ) 	 ( There ( ( is ( no squirrel ) ) around:spinning_around_in_circles ) ) 	4.2	3554
CONTRADICTION	 ( squirrel:A_squirrel ( is ( lying down ) ) ) 	 ( squirrel:A_squirrel ( is ( ( running around ) ( in circles ) ) ) ) 	2.9	3556
ENTAILMENT	 ( squirrel:A_squirrel ( ( is crazily ) ( ( spinning around ) circles:in_circles ) ) ) 	 ( squirrel:A_squirrel ( is ( ( running around ) circles:in_circles ) ) ) 	4.45	3561
CONTRADICTION	 ( Paper ( is cut:being_cut_with_scissors ) ) 	 ( There ( is ( ( no paper ) cut:being_cut_with_scissors ) ) ) 	3.7	3565
NEUTRAL	 ( Paper ( is ( being ( cut ( with scissors ) ) ) ) ) 	 ( ( ( Paper and ) scissors ) ( both cut ) ) 	3.085	3566
ENTAILMENT	 ( ( ( The piece ) ( of paper ) ) being:is_being_cut ) 	 ( ( Some paper ) being:is_being_cut ) 	4.6	3567
CONTRADICTION	 ( piece:The_piece_of_paper ( ( is not ) cut:being_cut ) ) 	 ( piece:The_piece_of_paper ( is cut:being_cut ) ) 	4	3568
ENTAILMENT	 ( ( Some paper ) ( is ( being cut ) ) ) 	 ( Paper ( is ( being ( cut ( with scissors ) ) ) ) ) 	4.9	3569
ENTAILMENT	 ( Someone ( is ( ( cutting ( some paper ) ) ( with scissors ) ) ) ) 	 ( ( ( The piece ) ( of paper ) ) ( is ( being cut ) ) ) 	4.5	3571
NEUTRAL	 ( ( ( The piece ) ( of paper ) ) ( is ( being cut ) ) ) 	 ( There ( is ( ( no paper ) ( being ( cut ( with scissors ) ) ) ) ) ) 	4.2	3572
ENTAILMENT	 ( Paper ( is ( being ( cut ( with scissors ) ) ) ) ) 	 ( ( ( The piece ) ( of paper ) ) ( is ( being cut ) ) ) 	4.4	3574
NEUTRAL	 ( man:A_man ( is ( ( putting down ) ( the flute ) ) ) ) 	 ( man:A_man ( is ( playing ( a flute ) ) ) ) 	3.9	3576
ENTAILMENT	 ( man:The_man ( ( is skillfully ) ( playing ( the guitar ) ) ) ) 	 ( man:The_man ( is ( playing ( a guitar ) ) ) ) 	4.5	3577
NEUTRAL	 ( ( The man ) ( ( is skillfully ) ( playing ( the guitar ) ) ) ) 	 ( ( A man ) ( is ( playing ( a flute ) ) ) ) 	3.2	3579
ENTAILMENT	 ( ( A man ) ( is ( playing ( a flute ) ) ) ) 	 ( ( The man ) ( ( is not ) ( playing ( the guitar ) ) ) ) 	3.1	3580
NEUTRAL	 ( ( A man ) ( is ( ( putting down ) ( the flute ) ) ) ) 	 ( ( The man ) ( is ( playing ( a guitar ) ) ) ) 	2.5	3582
ENTAILMENT	 ( ( A man ) ( is ( playing ( the drums ) ) ) ) 	 ( ( The drums ) ( are ( being ( played ( by ( a man ) ) ) ) ) ) 	4.9	3584
NEUTRAL	 ( man:A_man ( is ( playing ( the drums ) ) ) ) 	 ( man:A_man ( is ( disassembling ( the drum ) ) ) ) 	3.385	3589
ENTAILMENT	 ( man:A_man ( is ( playing ( the drums ) ) ) ) 	 ( man:A_man ( is ( playing ( the drum ) ) ) ) 	4.8	3592
NEUTRAL	 ( ( The man ) ( is ( doing ( floor exercises ) ) ) ) 	 ( ( A man ) ( is lazing ) ) 	2.3	3602
ENTAILMENT	 ( ( The man ) ( is ( doing ( floor exercises ) ) ) ) 	 ( ( A man ) ( is ( doing exercises ) ) ) 	4.3	3603
CONTRADICTION	 ( ( A monkey ) ( is a:riding_a_bike ) ) 	 ( There ( is ( ( no monkey ) a:riding_a_bike ) ) ) 	3	3607
NEUTRAL	 ( ( A bike ) ( is ( being ( ridden ( over ( a monkey ) ) ) ) ) ) 	 ( ( A man ) ( is ( riding ( a bicycle ) ) ) ) 	3.4	3611
NEUTRAL	 ( ( A monkey ) ( is ( riding ( a bike ) ) ) ) 	 ( ( A man ) ( is ( riding ( a bicycle ) ) ) ) 	2.6	3614
NEUTRAL	 ( ( Some fish ) ( are swimming ) ) 	 ( ( The fish ) ( are immobile ) ) 	3.1	3618
CONTRADICTION	 ( ( The fish ) ( are immobile ) ) 	 ( ( A fish ) ( is swimming ) ) 	3.8	3620
ENTAILMENT	 ( ( Some fish ) ( are swimming ) ) 	 ( ( A fish ) ( is swimming ) ) 	4.3	3623
ENTAILMENT	 ( woman:A_woman ( ( is clumsily ) meat:putting_meat_in_a_pan ) ) 	 ( woman:A_woman ( is meat:putting_meat_in_a_pan ) ) 	4.5	3624
CONTRADICTION	 ( meat:The_meat ( is dropped:being_dropped_into_a_pan ) ) 	 ( meat:The_meat ( ( is not ) dropped:being_dropped_into_a_pan ) ) 	3.2	3627
ENTAILMENT	 ( ( A woman ) ( is ( putting ( meat ( in pan:a_pan ) ) ) ) ) 	 ( Someone ( is ( ( dropping ( the meat ) ) ( into pan:a_pan ) ) ) ) 	4.6	3629
NEUTRAL	 ( ( A woman ) ( is ( putting ( meat ( in pan:a_pan ) ) ) ) ) 	 ( ( The meat ) ( ( is not ) ( being ( dropped ( into pan:a_pan ) ) ) ) ) 	3.5	3630
NEUTRAL	 ( ( The meat ) ( is ( being ( dropped ( into pan:a_pan ) ) ) ) ) 	 ( There ( is ( ( no woman ) ( putting ( meat ( in pan:a_pan ) ) ) ) ) ) 	3.8	3633
ENTAILMENT	 ( ( A man ) holding:is_holding_a_frog ) 	 ( ( A person ) holding:is_holding_a_frog ) 	4.7	3635
CONTRADICTION	 ( woman:The_woman ( is a:handling_a_frog ) ) 	 ( woman:The_woman ( ( is not ) a:handling_a_frog ) ) 	3.6	3638
NEUTRAL	 ( ( A man ) ( is ( holding ( a frog ) ) ) ) 	 ( ( A frog ) ( is ( being ( handled ( by ( the woman ) ) ) ) ) ) 	3.5	3639
NEUTRAL	 ( ( The woman ) ( ( is not ) ( handling frog:a_frog ) ) ) 	 ( ( A man ) ( is ( holding frog:a_frog ) ) ) 	3.6	3640
NEUTRAL	 ( ( A man ) ( is ( holding frog:a_frog ) ) ) 	 ( ( The woman ) ( is ( handling frog:a_frog ) ) ) 	3.5	3643
NEUTRAL	 ( ( ( young:Four_young_men ( are still:standing_still ) ) and ) ( car:a_car ( is ( exploding them:behind_them ) ) ) ) 	 ( ( ( young:Four_young_men ( are exploding ) ) and ) ( car:a_car ( is ( still:standing_still them:behind_them ) ) ) ) 	2.9	3646
ENTAILMENT	 ( boys:The_boys ( are ( standing ( in ( front ( of ( ( ( the car ) , ) ( which ( is burning ) ) ) ) ) ) ) ) ) 	 ( boys:The_boys ( are ( standing ( in ( front ( of ( the ( burning car ) ) ) ) ) ) ) ) 	5	3647
NEUTRAL	 ( boys:The_boys ( are ( standing ( in ( front ( of ( the ( burning car ) ) ) ) ) ) ) ) 	 ( boys:The_boys ( are ( ( ( standing and ) burning ) ( a car ) ) ) ) 	3.7	3649
NEUTRAL	 ( ( The boys ) ( are ( standing ( in ( front ( of ( ( ( the car ) , ) ( which ( is burning ) ) ) ) ) ) ) ) ) 	 ( ( ( ( Four ( young men ) ) ( are ( standing still ) ) ) and ) ( ( a car ) ( is ( exploding ( behind them ) ) ) ) ) 	4	3650
NEUTRAL	 ( ( ( ( Four ( young men ) ) ( are ( standing still ) ) ) and ) ( ( a car ) ( is ( exploding ( behind them ) ) ) ) ) 	 ( ( The boys ) ( ( are not ) ( standing ( in ( front ( of ( the ( burning car ) ) ) ) ) ) ) ) 	2.9	3651
NEUTRAL	 ( ( The boys ) ( are ( standing ( in ( front ( of ( the ( burning car ) ) ) ) ) ) ) ) 	 ( ( ( ( Some ( young men ) ) ( are ( standing still ) ) ) and ) ( ( a car ) ( is ( exploding ( behind them ) ) ) ) ) 	3.7	3653
CONTRADICTION	 ( There ( is ( ( no boy ) a:filling_a_pitcher_with_water ) ) ) 	 ( ( A boy ) ( is a:filling_a_pitcher_with_water ) ) 	3.5	3658
ENTAILMENT	 ( man:A_man_and_a_woman ( are ( walking nicely ) ) ) 	 ( man:A_man_and_a_woman ( are walking ) ) 	4.9	3666
ENTAILMENT	 ( man:A_man ( is ( strolling the:in_the_rain ) ) ) 	 ( man:A_man ( is ( walking the:in_the_rain ) ) ) 	5	3668
CONTRADICTION	 ( There ( is ( ( no man ) in:walking_in_the_rain ) ) ) 	 ( ( A man ) ( is in:walking_in_the_rain ) ) 	3.5	3669
NEUTRAL	 ( ( ( ( A man ) and ) ( a woman ) ) ( are walking ) ) 	 ( There ( is ( ( no man ) ( walking ( in ( the rain ) ) ) ) ) ) 	2.7	3672
NEUTRAL	 ( ( ( ( A man ) and ) ( a woman ) ) ( are walking ) ) 	 ( It ( is ( raining ( on ( a ( walking man ) ) ) ) ) ) 	2.5	3673
NEUTRAL	 ( Men ( are ( running ( a race ) ) ) ) 	 ( ( Some racers ) ( are ( ( running down ) ( a track ) ) ) ) 	3.9	3682
NEUTRAL	 ( Runners ( are ( ( racing down ) ( a track ) ) ) ) 	 ( Men ( are ( running ( a race ) ) ) ) 	3.9	3684
NEUTRAL	 ( ( Some men ) ( are ( running ( a race ) ) ) ) 	 ( Racers ( are ( ( running down ) ( a track ) ) ) ) 	3.8	3685
NEUTRAL	 ( Racers ( are ( ( running down ) ( a track ) ) ) ) 	 ( ( Some men ) ( are resting ) ) 	1.3	3686
NEUTRAL	 ( Men ( are ( running ( a race ) ) ) ) 	 ( Racers ( are ( ( running down ) ( a track ) ) ) ) 	3.9	3687
CONTRADICTION	 ( men:The_men ( are suitcases:packing_suitcases_into_the_trunk_of_a_car ) ) 	 ( men:The_men ( ( are not ) suitcases:packing_suitcases_into_the_trunk_of_a_car ) ) 	4.4	3689
NEUTRAL	 ( men:The_men ( are ( ( packing suitcases ) ( into trunk:the_trunk_of_a_car ) ) ) ) 	 ( men:The_men ( are ( in ( ( the suitcases ) ( that ( are ( being ( packed ( in trunk:the_trunk_of_a_car ) ) ) ) ) ) ) ) ) 	3.9	3690
ENTAILMENT	 ( men:The_men ( ( are carefully ) suitcases:putting_suitcases_into_the_trunk_of_a_car ) ) 	 ( men:The_men ( are suitcases:putting_suitcases_into_the_trunk_of_a_car ) ) 	4.6	3691
CONTRADICTION	 ( men:The_men ( ( are not ) suitcases:putting_suitcases_into_the_trunk_of_a_car ) ) 	 ( men:The_men ( are suitcases:putting_suitcases_into_the_trunk_of_a_car ) ) 	3.6	3692
ENTAILMENT	 ( men:The_men ( ( are carefully ) ( ( putting suitcases ) the:into_the_trunk_of_a_car ) ) ) 	 ( men:The_men ( are ( ( packing suitcases ) the:into_the_trunk_of_a_car ) ) ) 	4.5	3693
CONTRADICTION	 ( men:The_men ( ( are not ) ( ( putting suitcases ) the:into_the_trunk_of_a_car ) ) ) 	 ( men:The_men ( are ( ( packing suitcases ) the:into_the_trunk_of_a_car ) ) ) 	3.1	3694
ENTAILMENT	 ( men:The_men ( are ( ( putting suitcases ) ( into trunk:the_trunk_of_a_car ) ) ) ) 	 ( men:The_men ( are ( ( placing suitcases ) ( in trunk:the_trunk_of_a_car ) ) ) ) 	4.9	3695
CONTRADICTION	 ( men:The_men ( are ( ( putting suitcases ) the:into_the_trunk_of_a_car ) ) ) 	 ( men:The_men ( ( are not ) ( ( packing suitcases ) the:into_the_trunk_of_a_car ) ) ) 	4	3696
NEUTRAL	 ( men:The_men ( are ( in ( ( the suitcases ) ( that ( are ( being ( packed ( in trunk:the_trunk_of_a_car ) ) ) ) ) ) ) ) ) 	 ( men:The_men ( are ( ( putting suitcases ) ( into trunk:the_trunk_of_a_car ) ) ) ) 	2.7	3697
ENTAILMENT	 ( ( A woman ) ( is ( putting ( on eyeshadow ) ) ) ) 	 ( Eyeshadow ( is ( being ( ( put on ) ( by ( a woman ) ) ) ) ) ) 	5	3699
ENTAILMENT	 ( ( A woman ) putting:is_putting_make-up_on ) 	 ( ( The woman ) putting:is_putting_make-up_on ) 	4.8	3701
CONTRADICTION	 ( ( A woman ) ( is ( ( putting make-up ) on ) ) ) 	 ( ( The woman ) ( is ( removing make-up ) ) ) 	2.915	3702
ENTAILMENT	 ( ( A woman ) ( is ( putting ( on eyeshadow ) ) ) ) 	 ( ( The woman ) ( is ( ( putting make-up ) on ) ) ) 	4.3	3703
ENTAILMENT	 ( Eyeshadow ( is ( being ( ( put on ) ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( ( putting make-up ) on ) ) ) 	4.2	3705
ENTAILMENT	 ( woman:A_woman ( is ( putting ( on eyeshadow ) ) ) ) 	 ( woman:A_woman ( is ( ( putting make-up ) on ) ) ) 	4.5	3707
ENTAILMENT	 ( toy:A_toy_train ( ( is violently ) a:striking_a_toy_car ) ) 	 ( toy:A_toy_train ( is a:striking_a_toy_car ) ) 	4.5	3708
